ynjnoan¶	yn·jnoan
y techpa	ytechpa
J nic	Jnic
ve cauh	vecauh
ma¶ ceoalli	maceoalli
iao¶ tlatoanj	iaotlatoanj
caitechpa	ca·itechpa
ma malhoaz¶ tli	mamalhoaztli
tla chinolli	tlachinolli
mal¶ mjcoaia	malmjcoaia
muchichioa¶ ia	muchichioaia
xiuhcoa¶ naoale	xiuhcoanaoale
tzi¶ tzile	tzitzile
tla¶ toa	tlatoa
qujtlama¶ njliaia	qujtlamanjliaia
mote patillotianj	motepatillotianj
moteixiptlatianj	moteixiptlatianj
vitzilubuch¶ tli	vitzilubuchtli
yniquac	yn·iquac
motocaio¶ tia	motocaiotia
qujto¶ totzaia	qujtototzaia
qujntlama¶ njliaia	qujntlamanjliaia
qujtlalochtoca¶ ia	qujtlalochtocaia
te¶ uhtli	teuhtli
qujpototz¶ tiuja	qujpototztiuja
tlaixquj qujca	tlaixqujqujca
qujnapa¶ lotiuja	qujnapalotiuja
quetzalapaneca¶ iutl	quetzalapanecaiutl
xi¶ uhia ca mjoa	xiuhiacamjoa
eltezca¶ oa	eltezcaoa
qujtla¶ manjliia	qujtlamanjliia
teupouh quj	teupouhquj
mo¶ tecaia	motecaia
y nj ne¶ chichioal	yn·jnechichioal
azta tzone	aztatzone
amanaco¶ che	amanacoche
chaia¶ oac	chaiaoac
vme¶ tuch chimale	vmetuchchimale
tla chinolli	tlachinolli
malhoaz¶ tli	malhoaztli
atla¶ ca cemelle	atlacacemelle
mal¶ mjcoaia	malmjcoaia
muchichioa¶ ia	muchichioaia
mote patillotianj	motepatillotianj
moteixip¶ tlatianj	moteixiptlatianj
y njtoca	yn·jtoca
ia¶ utl	iautl
qujtemouj¶ aja	qujtemoujaja
qujteecaujltiaia	qujteecaujltiaia
qujtecujtia¶ ia	qujtecujtiaia
y njx quich	yn·jxquich
mu¶ chioaia	muchioaia
te que que¶ loaia	tequequeloaia
qujte ecaujltiaia	qujteecaujltiaia
qujtema¶ caia	qujtemacaia
te¶ cuiotl	tecuiotl
tla¶ toaia	tlatoaia
ynteutl	yn·teutl
quj¶ locoaia	qujlocoaia
i¶ tech	itech
quj pixo¶ aia	qujpixoaia
qui cue ponal¶ tiaja	quicueponaltiaja
tla¶ macazquj	tlamacazquj
teila qujliztli	teilaqujliztli
mu¶ chichioaia	muchichioaia
tla¶ ixolhujlli	tlaixolhujlli
ix mjchioa¶ ve	ixmjchioave
chalchi¶ uhcozque	chalchiuhcozque
po culcaque	poculcaque
que¶ tzalcoatl	quetzalcoatl
y tech¶ pa	ytechpa
ynteia¶ cancauh	ynteiacancauh
yn tlachpancauh	yntlachpancauh
tlalo¶ que	tlaloque
qujqujiauh¶ ti	qujqujiauhti
tla¶ tlalpitza	tlatlalpitza
motlatla¶ ueltia	motlatlaueltia
ehe¶ ca	eheca
y nj quac	yn·jquac
y coioca	ycoioca
he¶ canechioale	hecanechioale
y noc	yn·oc
teucujtla¶ a cuechcozque	teucujtlaacuechcozque
quetzalcoxollama¶ male	quetzalcoxollamamale
ic pa omjcicuj¶ le	icpaomjcicujle
qujnmoteuti¶ aia	qujnmoteutiaia
tetza¶ ujtl	tetzaujtl
ic noiutl	icnoiutl
quj¶ teittitia	qujteittitia
me¶ capalli	mecapalli
temo¶ tlaia	temotlaia
moteittitia¶ ia	moteittitiaia
tec¶ pan	tecpan
iitznaco¶ che	iitznacoche
iztazti¶ cac	iztazticac
y njne¶ axtlaoal	yn·jneaxtlaoal
ynj¶ xaiac	yn·jxaiac
centlaco chichiltic	centlacochichiltic
cen¶ tlacotliltic	centlacotliltic
teu¶ cujtla nacoche	teucujtlanacoche
quech queme	quechqueme
mj¶ xcoaia	mjxcoaia
to¶ nacaiotl	tonacaiotl
y¶ nenca	ynenca
y iolca	yiolca
y njoa	ynjoa
yn qualo	ynqualo
yn ne¶ chichioale	ynnechichioale
ixtlauh xaoa¶ le	ixtlauhxaoale
a¶ xochiacueie	axochiacueie
tonatiuh chimale	tonatiuhchimale
Tlal¶ li	Tlalli
y iollo	yiollo
qujmoteu¶ tiaja	qujmoteutiaja
a¶ tlan	atlan
tetlacujcuj¶ lique	tetlacujcujlique
te¶ ixocujlanque	teixocujlanque
temazca¶ leque	temazcaleque
y pampa	ypampa
y njxiptla	yn·jxiptla
ilhujqujxti¶ liloia	ilhujqujxtililoia
qujtlaoculpopoloa¶ ia	qujtlaoculpopoloaia
que elelqujx¶ tiaia	queelelqujxtiaia
qujtla¶ ne nequjltiaia	qujtlanenequjltiaia
ha¶ qujchoctlanja	haqujchoctlanja
qujne¶ caliltiaia	qujnecaliltiaia
qujtla¶ caoachiliaia	qujtlacaoachiliaia
tlauiz¶ nextiloia	tlauiznextiloia
netla¶ uhtiloia	netlauhtiloia
muchi¶ oaia	muchioaia
qujn ticauja¶ ia	qujnticaujaia
qujn potonjaia	qujnpotonjaia
quj motza¶ cujlitiuja	qujmotzacujlitiuja
on ma qujaia	onmaqujaia
ynj¶ eoaio	yn·jeoaio
yn nepantla	ynnepantla
oalmoquetxa¶ ia	oalmoquetxaia
qujujca¶ ia	qujujcaia
moticau¶ ique	moticauique
motlotlo ujtecque	motlotloujtecque
pe¶ petlauhtiuj	pepetlauhtiuj
mahma¶ laca quetzallo	mahmalacaquetzallo
hiuj¶ quetzallo	hiujquetzallo
toci¶ titlan	tocititlan
quauh tlapechco	quauhtlapechco
contlali¶ aia	contlaliaia
y njeoaio	yn·jeoaio
ne¶ chichioale	nechichioale
tlaxapu¶ chtli	tlaxapuchtli
y njca mapa¶	yn·jcamapa
cuech¶ cueie	cuechcueie
mo cuech cueti	mocuechcueti
quavi¶ vih	quavivih
y njuipil	yn·juipil
qua¶ uhtzetze liuh quj	quauhtzetzeliuhquj
y nj chimal	yn·jchimal
teu¶ cujtla y tixapo	teucujtlaytixapo
y njtoca¶	yn·jtoca
y nacaio	ynacaio
y nexitl¶	yn·exitl
qui palcuja¶	quipalcuja
y ntenacaio	yn·tenacaio
y naqujn	yn·aqujn
quaxococi¶ uj	quaxocociuj
tozcamjiaoa ciuj	tozcamjiaoaciuj
motozcaoxi¶ uja	motozcaoxiuja
xo¶ tzaianj	xotzaianj
ic xitzatzaianj	icxitzatzaianj
intlaxcaliciuj	in·tlaxcaliciuj
y nj chiaoaca	yn·jchiaoaca
y nj¶ tonal	yn·jtonal
y¶ njquac	yn·jquac
y noxinama¶ caque	yn·oxinamacaque
tlacamjctia¶ ia	tlacamjctiaia
y nj xiptla	yn·jxiptla
quj¶ cujcatiaia	qujcujcatiaia
y ni ve ve iooan	yn·iveveiooan
quj te po¶ nacilhujaia	qujteponacilhujaia
caiouj¶ tequjlia	caioujtequjlia
comjchica¶ oacilhuja	comjchicaoacilhuja
ome¶ xaoale	omexaoale
ynj amacal	yn·jamacal
que¶ tzalmjiaoaio	quetzalmjiaoaio
aiu chicaoace	aiuchicaoace
ynte¶ chpa	yntechpa
cioapi¶ pilti	cioapipilti
y nj ne¶ chichioal	yn·jnechichioal
azta¶ tzone	aztatzone
itzto pile	itztopile
tecpa¶ topile	tecpatopile
notzitzile	no·tzitzile
y nj mixiptlaoan	yn·jmixiptlaoan
mocaia¶ oa	mocaiaoa
y njc	ynjc
tla¶ uelilocati	tlauelilocati
ixnecuj¶ liuj	ixnecujliuj
ic¶ ximjmjquj	icximjmjquj
ten¶ qualacquica	tenqualacquica
omotena¶ micti	omotenamicti
y pan	ypan
cioapipil¶ ti	cioapipilti
cioa¶ pipilti	cioapipilti
qujmil¶ hujaia	qujmilhujaia
y njn pilhoan	yn·jnpilhoan
xon¶ qujca	xonqujca
y niquac¶	yn·iquac
qujntlamanj¶ liaia	qujntlamanjliaia
papalo tlax¶ calli	papalotlaxcalli
xo cuichtlama¶ tzoalli	xocuichtlamatzoalli
ynjn nechichi¶ oal	yn·jnnechichioal
pa¶ nj	panj
tlaitzcopcoaltec¶ tli	tlaitzcopcoaltectli
y nj mama¶ tlaquen	yn·jmamatlaquen
potonca ca que que	potoncacaqueque
y cue	ycue
cioa teutl	cioateutl
ynj¶ toca	yn·jtoca
mjtoa¶ ia	mjtoaia
yn van	ynvan
in uel¶ tiuh	inueltiuh
y nic	ynic
mauizti¶ liloia	mauiztililoia
y njc¶	ynjc
tlamauhtia¶ ia	tlamauhtiaia
teatlan mjctiaia	teatlanmjctiaia
mo te¶ ponacoa	moteponacoa
mo¶ teujlacachoa	moteujlacachoa
tecentla njujca	tecentlanjujca
quj cuepa	qujcuepa
qujx tlapach¶ cuepa	qujxtlapachcuepa
ma¶ ia uj	maiauj
catema	ca·tema
te apotzauja	teapotzauja
mocue¶ iotia	mocueiotia
y¶ nj quac	yn·jquac
ia¶ iauh	iaiauh
xixiquj¶ piliuj	xixiqujpiliuj
on mo chachaqua¶ nja	onmochachaquanja
mapopoco quillotia	mapopocoquillotia
tlamattima¶ nj	tlamattimanj
petlantima¶ nj	petlantimanj
cue cue iocatimanj	cuecueiocatimanj
ynj¶ quac	yn·jquac
noiquac¶	no·iquac
y netzalqualiztli	yn·etzalqualiztli
y n	yn
ilhuj¶ qujxtililoia	ilhujqujxtililoia
quj chichioaia	qujchichioaia
y xiptla	yxiptla
quj cue¶ tiaia	qujcuetiaia
quj cozcati¶ aia	qujcozcatiaia
qujtla manjliaia	qujtlamanjliaia
quj na na miquj¶	qujnanamiquj
y nj tle na ma ca cauh	yn·jtlenamacacauh
y iauhtli	yiauhtli
quj te pe vilia	qujtepevilia
caio chi caoaz¶	caiochicaoaz
calpo¶ leque	calpoleque
y cujca caoan	ycujcacaoan
ie hoan	iehoan
y quac	yquac
quj nex¶ tiaia	qujnextiaia
a¶ tlacuj	atlacuj
apan¶ tlaca	apantlaca
tian¶ quizco	tianquizco
Noiuh¶	No·iuh
qujtlama¶ macaia	qujtlamamacaia
quj cenca oaia	qujcencaoaia
y tocaio çan¶	ytocaioçan
tlenamaco¶ ia	tlenamacoia
y nj xiptla	yn·jxiptla
quj iauh tla tlanj	qujiauhtlatlanj
tla¶ catl	tlacatl
qujtlamace huja	qujtlamacehuja
y nj ma¶ ceoal	yn·jmaceoal
mocnelilma¶ ti	mocnelilmati
y njc	ynjc
quj mahujz tiliaia	qujmahujztiliaia
qujl na mjquja	qujlnamjquja
caic	ca·ic
y n¶	yn
quj mauiz tiliaia	qujmauiztiliaia
y nj toca	yn·jtoca
y nj e	yn·je
tla manjx¶ ti	tlamanjxti
y nenca	ynenca
mace¶ oalli	maceoalli
y toca	ytoca
y ujn	yujn
moxaoa¶ ia	moxaoaia
motexo¶ tenujltec	motexotenujltec
mjxco calhuj	mjxcocalhuj
chal chiuh¶ cuzque	chalchiuhcuzque
xiuh na co che	xiuhnacoche
texo ama¶ cale	texoamacale
quetzal mj ia oaio	quetzalmjiaoaio
atlacujlol¶ hvipile	atlacujlolhvipile
atla cujlolhuiuj pile	atlacujlolhuiujpile
atla cuj lol¶ cueie	atlacujlolcueie
atla cue conan chimale	atlacueconanchimale
aiu¶ chicaoace	aiuchicaoace
capi¶ tulo	capitulo
tlacol¶ teutl	tlacolteutl
tlacul teutl	tlaculteutl
moto¶ caiotia	motocaiotia
y iaxca	yiaxca
y tlat quj	ytlatquj
y tech	ytech
avil ne mjliztli	avilnemjliztli
a¶ ujlnemjlizcutl	aujlnemjlizcutl
ci¶ oa	cioa
te¶ teu	teteu
tlacul te teu	tlaculteteu
y n jx quj¶ ch	yn·jxqujch
ne qualli	nequalli
mome¶ laoa	momelaoa
y nj xqujch	yn·jxqujch
tla hella chioalli	tlahellachioalli
te mamauhti	temamauhti
im¶ manel	immanel
mopina¶ vizcaoa	mopinavizcaoa
te motla	temotla
tlacul¶ teutl	tlaculteutl
quj¶ tepolhuja	qujtepolhuja
tlana¶ oac	tlanaoac
te papaca	tepapaca
te haltia	tehaltia
y m matlalatl	ym·matlalatl
intoxpalatl	in·toxpalatl
neiol cujtilo	neiolcujtilo
i ixpan	iixpan
neiol¶ melaoalo	neiolmelaoalo
y ntlaculteutl	yn·tlaculteutl
te tlachioal	tetlachioal
i ixpa¶	iixpa
y nacaz	ynacaz
y tla cac cauh¶	ytlacaccauh
tla pouhquj	tlapouhquj
tla¶ pouhquj	tlapouhquj
tla¶ matinj	tlamatinj
y nj mac	yn·jmac
y n a¶ muxtli	yn·amuxtli
tla cujlolli	tlacujlolli
quj pia¶	qujpia
oquj¶ to	oqujto
tlapilchioa¶ le	tlapilchioale
qujtla ca qujtia	qujtlacaqujtia
Cay tech¶ tzinco	Ca·ytechtzinco
nj na xitiznequj	njnaxitiznequj
y ioalli	yioalli
y petla¶ caltzin	ypetlacaltzin
y topzin	ytopzin
njc nottitiliznequj	njcnottitiliznequj
Qujl¶ huja	Qujlhuja
otimo tlac¶ nelili	otimotlacnelili
y ni qujn¶	yn·iqujn
quj¶ tta	qujtta
y nj amux	yn·jamux
y njtlacujlol	yn·jtlacujlol
y niqujn	yn·iqujn
y¶ quac	yquac
y naoatilpan	ynaoatilpan
pe¶ tlatl	petlatl
tla¶ maceuhquj	tlamaceuhquj
mo¶ iolmelaoa	moiolmelaoa
te¶ ujc	teujc
ian¶ cuje	iancuje
vellach¶ pano	vellachpano
nj man	njman
con¶ tema	contema
ve¶ ue	veue
cuj¶ tlapilli	cujtlapilli
maceoa¶ lli	maceoalli
atla palli	atlapalli
tlaocuxti¶ ujtz	tlaocuxtiujtz
Tla¶ catle	Tlacatle
naoa¶ quehe	naoaquehe
y nj nentlamachi¶ liz	yn·jnentlamachiliz
quj¶ notza	qujnotza
y ujctzinco	yujctzinco
iix¶ pantzinco	iixpantzinco
tic molhujlico	ticmolhujlico
ticmo¶ tlapolhujlico	ticmotlapolhujlico
im mope¶ tlacal	immopetlacal
xi¶ momamaxauj	ximomamaxauj
naoa¶ que	naoaque
ehe¶ catl	ehecatl
to¶ tecujo	totecujo
y njn¶	ynjn
maxictlapo	ma·xictlapo
mo¶ top	motop
y vin¶	yvin
que njn	quenjn
xie¶ petlanj	xiepetlanj
maqual¶ tica	maqualtica
mo¶ macoaltitica	momacoaltitica
mati¶ mopinoquetz	ma·timopinoquetz
intlamaceuhquj	in·tlamaceuhquj
oncopal¶ tema	oncopaltema
tevi¶ ujti	teviujti
teixip¶ tla	teixiptla
caticmoca¶ qujtia	caticmocaqujtia
mjx¶ pantzinco	mjxpantzinco
njno¶ mamaxauja	njnomamaxauja
caonax	ca·onax
onjcchi¶ uh	onjcchiuh
tlaio oaian	tlaiooaian
catezcac	ca·tezcac
catlavilpan	ca·tlavilpan
mjx pan¶ tzinco	mjxpantzinco
y nonax	yn·onax
matitzicolo	ma·titzicolo
compe¶ oaltia	compeoaltia
inj tlapilchioaliz	in·jtlapilchioaliz
veliujn¶	vel·iujn
macacan	maca·can
canjvin	can·jvin
y njuh	yn·juh
y nj tlachioal	yn·jtlachioal
quj¶ tocatiuh	qujtocatiuh
y njuhuj	yn·juhuj
y notlamjto	yn·otlamjto
y nj¶ tlatol	yn·jtlatol
y nomuchi	yno·muchi
y tlachi¶ oal	ytlachioal
tlapouh¶ quj	tlapouhquj
muchi¶ oa	muchioa
qujl¶ huja	qujlhuja
caticmononochilia	ca·ticmononochilia
catic¶ momaqujlia	ca·ticmomaqujlia
monequavi¶ tec	monequavitec
caizca	ca·izca
y mjlhujuh	ymjlhujuh
y njxcujname	yn·jxcujname
ti¶ motenoatzaz	timotenoatzaz
timo¶ caoaz	timocaoaz
Nicantlantica¶ injc	Nican·tlantica·injc
can¶ patzintique	canpa·tzintique
caie¶ iehoatl	ca·ie·iehoatl
teutioa¶ can	teutioacan
mononotz¶ que	mononotzque
caieomjto	ca·ie·omjto
amovel	amo·vel
inpanjca	in·panj·ca
mononotz¶ que	mononotzque
y njn	ynjn
tla¶ cotl	tlacotl
inquenjn	in·quenjn
tiene¶ quiz	tienequiz
intitla¶ qujxtiz	in·titlaqujxtiz
macan	ma·can
titla¶ maceoaa	titlamaceoaa
tictla¶ ca	tictlaca
tictla¶ caz	tictlacaz
tic qujxtiz	ticqujxtiz
tictlatla¶ calhuiz	tictlatlacalhuiz
y naco	yn·aco
vn¶ tzontli	vntzontli
po¶ liuiz	poliuiz
motlapil¶ chioal	motlapilchioal
ni¶ man	niman
ini¶ quac	iniquac
in¶ tlacan	intla·can
timotenoa¶ tzaz	timotenoatzaz
timocujtlax¶ culcaoaz	timocujtlaxculcaoaz
titepi¶ quiz	titepiquiz
y nj pan	yn·jpan
tiqujn¶ qujxtiz	tiqujnqujxtiz
y ni quac	yn·iquac
tlaitzcope¶ oalli	tlaitzcopeoalli
mjcam¶ pa	mjcampa
y njquac	yn·jquac
tioal mo cuepaz	tioalmocuepaz
y nj mjxpan¶	yn·jmjxpan
ma¶ macue	mamacue
otla mace¶ uh	otlamaceuh
y nj chan	yn·jchan
mone mjli zcuepa	monemjlizcuepa
qujl¶ mach	qujlmach
occepa	oc·cepa
Qujlma¶ ch	Qujlmach
mo¶ iol melaoaia	moiolmelaoaia
qujlma¶ ch	qujlmach
tzacujlti¶ lozque	tzacujltilozque
y nj n¶ tlapilchioal	yn·jntlapilchioal
y njc a¶ mo	ynjc·amo
qua te tla xililoz	quatetlaxililoz
y¶ njc	ynjc
Jntla pouhquj	Jn·tlapouhquj
y nj ixpan	yn·jixpan
y njlhujlo	yn·jlhujlo
catloque	ca·tloque
canaoque	ca·naoque
injlhujlo	in·jlhujlo
tepito¶ ton	tepitoton
qujn to qujlia	qujntoqujlia
te¶ teuh	teteuh
catetlatia	ca·tetlatia
te chi chinoa	techichinoa
mj ectlamantli	mjec·tlamantli
tlac¶ nelia	tlacnelia
iztatla¶ tilo	iztatlatilo
teculla¶ tilo	tecullatilo
tlatetzo¶ ionjlo	tlatetzoionjlo
tlatle¶ oatzalo	tlatleoatzalo
temaz¶ callatilo	temazcallatilo
tlanex¶ tlatilo	tlanextlatilo
ne¶ quaujtectli	nequaujtectli
qujxiptlatia¶ ia	qujxiptlatiaia
tla¶ cotonaloia	tlacotonaloia
oauh¶ qujltamalli	oauhqujltamalli
ce cencalpan	cecencalpan
quj¶ manjliaia	qujmanjliaia
qua¶ loia	qualoia
ini¶ quac	in·iquac
inomomanaco	in·omomanaco
inoiuh	in·oiuh
y njveveiooan	yn·jveveiooan
inqujcujcatia	in·qujcujcatia
quj¶ teccizpichilia	qujteccizpichilia
tetlaca¶ oaltiloia	tetlacaoaltiloia
motla¶ tiz	motlatiz
ian¶ cujcan	iancujcan
oauhqujltama¶ lli	oauhqujltamalli
ve¶ vetque	vevetque
injuhqujmatia	in·juh·qujmatia
quj maviztiliaia	qujmaviztiliaia
quj matia	qujmatia
initzintiliz	in·itzintiliz
i¶ nipeoaliz	in·ipeoaliz
i¶ cue	icue
caincoatepec	ca·in·coatepec
in veltiuh	inveltiuh
qui¶ mocuitlaviaia	quimocuitlaviaia
iuhqujnihujtelolotli	iuhqujn·ihujtelolotli
con¶ cujtiuetz	concujtiuetz
con¶ tlali	contlali
qujn¶ tlaxqujaia	qujntlaxqujaia
y naca	yn·aca
ca cotlein	caco·tlein
o cacic	ocacic
io ioli	ioioli
y camac¶	ycamac
cuj¶ iatl	cujiatl
y no io oac	yn·oiooac
ve vetque	vevetque
y la matque	ylamatque
nauhxi¶ uhtica	nauhxiuhtica
occenca	oc·cenca
mauiztililo¶ ia	mauiztililoia
motecujtotia¶ ia	motecujtotiaia
ynj¶ teucal	yn·jteucal
inon tlachpan	in·ontlachpan
co¶ cuizquja	cocuizquja
oquj¶ chtli	oqujchtli
qujn¶ mamatihuja	qujnmamatihuja
qujmoncaoa¶ ia	qujmoncaoaia
y niteupan	yn·iteupan
qujn nacazxapotlaia	qujnnacazxapotlaia
qujn na¶ cazcoionjaia	qujnnacazcoionjaia
qujn¶ machiotiaia	qujnmachiotiaia
yn tlaoan	yntlaoan
y maujoan	ymaujoan
ca te¶ pan	catepan
jnechichi¶ oal	jnechichioal
xiuhtotoa¶ macale	xiuhtotoamacale
mj¶ tzone	mjtzone
xiuhcooana¶ coche	xiuhcooanacoche
xiuhtezcatla¶ tlapanquj	xiuhtezcatlatlapanquj
y nj chimal	yn·jchimal
tlachi¶ el topile	tlachieltopile
vn navi¶	vnnavi
ne neuhque	neneuhque	
neteu¶ tiloia	neteutiloia
in teuh	inteuh
y¶ njquac	yn·jquac
to qujchti	toqujchti
y nj necaoa¶ liz	yn·jnecaoaliz
quj tla¶ liaia	qujtlaliaia
quj quaniz	qujquaniz
ne¶ netoltiloia	nenetoltiloia
me¶ nexoaliztli	menexoaliztli
qujtema¶ ceoaltiaia	qujtemaceoaltiaia
que¶ xiliuiliztli	quexiliuiliztli
ach¶ topa	achtopa
ce qujntin	cequjntin	
chilcaoa¶ ia	chilcaoaia	
qujn nepantla	qujnnepantla
ioalne¶ pantla	ioalnepantla
tlacujlol¶ atulli	tlacujlolatulli
y ni¶ pan	yn·ipan
nepan¶ tla	nepantla
io¶ tlaxcalli	iotlaxcalli	
quj quaia	qujquaia	
ne pantla	nepantla	
qujmatti¶ uh	qujmattiuh	
y nj tlat¶ quj	yn·jtlatquj	
quj cujcatiaia	qujcujcatiaia	
tlacotonalo¶ ia	tlacotonaloia	
y nj teupan	yn·jteupan	
macujl¶ tetl	macujltetl	
mj¶ toaia	mjtoaia	
con manjliaia	conmanjliaia	
macuil¶ tetl	macuiltetl	
y iol	yiol	
qujtlatzo¶ tzonjliaia	qujtlatzotzonjliaia
manti¶ via	mantivia	
tla¶ tlauhquj	tlatlauhquj	
quj mixip¶ tlatiaia	qujmixiptlatiaia
jlhujqujx¶ tililoia	jlhujqujxtililoia
iotlaxca¶ lli	iotlaxcalli
oalcaoa¶ loia	oalcaoaloia
y njx¶ qujch	yn·jxqujch
iauten¶ oaque	iautenoaque
qujn¶ oalcaoaia	qujnoalcaoaia
y njn malhoan	yn·jnmalhoan
y nj n¶ tla axioan	yn·jntlaaxioan
tzo¶ oalnenetl	tzooalnenetl
xone¶ cujlli	xonecujlli
tla¶ chololti	tlachololti
mo¶ tlacacoujaia	motlacacoujaia
quj xiptlatiaia	qujxiptlatiaia
ilhujqujx¶ tililoia	ilhujqujxtililoia
y nj nechichioal	yn·jnechichioal
qua chi chi¶ qujle	quachichiqujle
y nj tlamamal	yn·jtlamamal
vi¶ ton catlamamale	vitoncatlamamale
to¶ nalopanjtl	tonalopanjtl
que¶ tzaltzontecomaio	quetzaltzontecomaio
quetzaltzonte¶ come	quetzaltzontecome
tentla¶ paltica	tentlapaltica
y¶ tonalocac	ytonalocac
tlaixtla¶ palhvilli	tlaixtlapalhvilli
y¶ techpa	ytechpa
y nj¶ toca	yn·jtoca
y nj tech	yn·jtech
piquj¶ liloia	piqujliloia
imac¶ tia	imactia
tecooanotzaliz¶ tli	tecooanotzaliztli
tetla¶ tlaqualtiliztli	tetlatlaqualtiliztli
ne¶ cujtlaujloia	necujtlaujloia
y ntlacamo	yntlamaco
nuvizti¶ lilo	nuviztililo
y nj uhqujma	yn·juhqujma
te¶ cochizpan	tecochizpan
y namo	yn·amo
tinechma vizma¶ ti	tinechmavizmati
njcchi¶ oaz	njcchioaz
mjec¶ pa	mjecpa
mocu¶ ma	mocuma
in tlaqualli	in·tlaqualli
moco¶ coa	mococoa
y copac	ycopac
mel¶ tepotlamja	meltepotlamja
yn tla	yntla
y iomjio	yiomjio
cal¶ pole	calpole
y matijan	ymatijan
tla¶ oano	tlaoano
conj¶ titzopinja	conjtitzopinja
y notlathujc	yn·otlathujc
y nomacatl	yn·omacatl
con mjc¶ tia	conmjctia
ne¶ tlatlapanjlo	netlatlapanjlo
quaqua¶ lo	quaqualo
te¶ tlacaqujtilo	tetlacaqujtilo
temol¶ caoaltilo	temolcaoaltilo
y naquique	yn·aquique
maco¶ ia	macoia
y niquac	yn·iquac
ilhujuh qujcaz	ilhujuhqujcaz
mocujtlaxcol ixtlaoaia	mocujtlaxcolixtlaoaia
mopo¶ pooaia	mopopooaia
ontlaxtla¶ oaia	ontlaxtlaoaia
y naiamo	yn·aiamo
ih¶ vitzoncale	ihvitzoncale
y quauhquen tenchil	yquauhquentenchil
y cuechin	ycuechin
tez¶ catlatlapanquj	tezcatlatlapanquj
y nj xaic	yn·jxaic
ynj¶ nechichioal	yn·jnechichioal
y ticanacoch	yticanacoch
y ti¶ ca chimal	yticachimal
y tlachi¶ aia	ytlachiaia
y mac	ymac
acac¶ palli	acacpalli
tlaltete¶ cujn	tlaltetecujn
itli¶ lauh	itlilauh
tza¶ tzacutimanca	tzatzacutimanca
y napaztli	yn·apaztli
y teupan	yteupan
y tocaiocan	ytocaiocan
mococoa¶ ia	mococoaia
conjtia¶ ia	conjtiaia
y njtlilauh	ynjtlilauh
pilton¶ tli	piltontli
y njtlilauh	yn·jtlilauh
y na qujn	yn·aqujn
co¶ paltica	copaltica
qujvi¶ caia	qujvicaia
y chan	ychan
y njxiptla	yn·jxiptla
Jno acic¶	Jn·oacic
y notlaqua¶ loc	yn·otlaqualoc
y njxtlilton	yn·jxtlilton
y nomjtoti	yn·omjtoti
y non maceuh	yn·onmaceuh
tzacutima¶ ca	tzacutimaca
notzacutimanca	no·tzacutimanca
te tlaxima	tetlaxima
acoich¶ tec	aco·ichtec
mahavil¶ tia	mahaviltia
acaco	ac·aco
tlato¶ tia	tlatotia
qujx motlaia	qujxmotlaia
qujxcoma¶ caia	qujxcomacaia
quj¶ teixpantia	qujteixpantia
ynte¶ tlatlacul	yn·tetlatlacul
mocemjxtlil¶ popotz	mocemjxtlilpopotz
y nj cama¶ pa	yn·jcamapa
tecpa quachichiqujle	tecpaquachichiqujle
quetza¶ llo	quetzallo
y tonalopan	ytonalopan
y nj amaneapan	yn·jamaneapan
ynj¶ chimal	yn·jchimal
y iollo topil	yiollotopil
xopil¶ cuzque	xopilcuzque
y ama maxtli	yamamaxtli
co¶ iole	coiole
ito¶ ca	itoca
qujmo¶ teutiaia	qujmoteutiaia
I nin	Inin
quj¶ moteutiaia	qujmoteutiaia
caie¶ hoatl	ca·iehoatl
y tlanextil	ytlanextil
y ni¶ quac	yn·iquac
tla¶ qualli	tlaqualli
y ietl	yietl
qujte¶ peviliaia	qujtepeviliaia
quj cujcatiaia	qujcujcatiaia
y niveveiooan	yn·iveveiooan
y njlamaiooan	yn·jlamaiooan
J nj nechichioal	Jn·jnechichioal
amaca¶ le	amacale
ama¶ maxtle	amamaxtle
to¶ naloio	tonaloio
capitu¶ lo	capitulo
yni¶ toca	yn·itoca
A naoatl	Anaoatl
in¶ teuh	inteuh
y ni tequiuh	yn·itequiuh
y tlachioal	ytlachioal
y ni neix ca¶ vil	yn·ineixcavil
te xoxaia	texoxaia
totomonjliz¶ tli	totomonjliztli
papala niliztli	papalaniliztli
caca oatiliztli	cacaoatiliztli
ix¶ tenpipixqujliztli	ixtenpipixqujliztli
ixtamacolici¶ uiztli	ixtamacoliciuiztli
ix¶ nacapachiuiliztli	ixnacapachiuiliztli
J na qujn	Jn·aqujn
cu¶ culiztli	cuculiztli
mone¶ toltiaia	monetoltiaia
y nj icoaio	yn·jicoaio
tla¶ painaltiaia	tlapainaltiaia
mjequjn¶ tin	mjequjntin
eoaio¶ tiuj	eoaiotiuj
chichipica¶ tiuj	chichipicatiuj
qujnnecalil¶ tiaia	qujnnecaliltiaia
inix¶ qujchti	in·ixqujchti
mjhivin¶ tia	mjhivintia
amjquizmauh¶ que	amjquizmauhque
iaotlaveli¶ loque	iaotlaveliloque
mo ia¶ omamachtiaia	moiaomamachtiaia
mjcaliz¶ que	mjcalizque
y naiac	yn·aiac
mj toaia	mjtoaia
ynjuh	yn·juh
yntotecti	yn·totecti
qujmochol¶ cuzcatia	qujmocholcuzcatia
qujntlaoan¶ tia	qujntlaoantia
to¶ tomonja	totomonja
ma¶ njctlamaniliz	manjctlamaniliz
